,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
4079,11512.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4084,11517.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4106,11542.0,LITTERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4190,11632.0,LITTERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4196,11638.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4215,11659.0,TECHNIQUE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4229,11674.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4301,11751.0,LITERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4327,11779.0,LITERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4425,11889.0,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4522,12048.0,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4541,12069.0,LITTERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4555,12083.0,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4562,12091.0,LITTERAIRE,latin philo,institut himbi,protestant,himbi,himbi,latin philo
4597,12128.0,PEDAGOGIE,pedagogie generale,institut himbi,protestant,himbi,himbi,pedagogie
4599,12130.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4608,12139.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
4674,12210.0,COMMERCIALE,commerciale et administrative,institut himbi,protestant,himbi,himbi,commmerciale et adm
225,4181.0,Littéraire,latin philo,kambali,catholique,kambali,kambali,latin philo
570,4905.0,LIT,lp,kambali,catholique,kambali,kambali,latin philo
791,6243.0,LIT,lp,kambali,catholique,kambali,kambali,latin philo
1527,7915.0,LIT,lp,kambali,catholique,kambali,kambali,latin philo
1974,8682.0,Scientifique,mathématique physique,kambali,catholique,kambali,kambali,math-physique
2298,9109.0,Littéraire,latin philo,kambali,catholique,kambali,kambali,latin philo
2509,9337.0,Littéraire,latin philo,kambali,catholique,kambali,kambali,latin philo
3043,10048.0,Scientifique,biologie chimie,kambali,catholique,kambali,kambali,bio-chimie
3158,10170.0,Littéraire,latin philisophie,kambali,catholique,kambali,kambali,latin philo
3349,10371.0,Scientifique,biologie-chimie,kambali,catholique,kambali,kambali,bio-chimie
3848,10901.0,Scientifique,mathématique physique,kambali,catholique,kambali,kambali,math-physique
4590,12121.0,LITTERAIRE,latin philo,institut kambali,catholique,kambali,kambali,latin philo
2042,8800.0,Pédagogique,pédagogie générale,mugunga,publique,mugunga,Mugunga,pedagogie
2090,8893.0,Technique,sociale,mugunga,publique,mugunga,Mugunga,sociale
2379,9196.0,Technique,sociale,mugunga,publique,mugunga,Mugunga,sociale
2487,9308.0,Technique,commerciale et administrative,mugunga,publique,mugunga,Mugunga,commmerciale et adm
2490,9311.0,Technique,sociale,mugunga,publique,mugunga,Mugunga,sociale
2776,9671.0,Pédagogique,pédagogie générale,mugunga,publique,mugunga,Mugunga,pedagogie
3435,10466.0,Technique,sociale,mugunga,publique,mugunga,Mugunga,sociale
3484,10519.0,Pédagogique,pédagogie générale,mugunga,publique,mugunga,Mugunga,pedagogie
3557,10602.0,Technique,sociale,mugunga,publique,mugunga,Mugunga,sociale
363,4472.0,TEC,ca,mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,commmerciale et adm
557,4879.0,LIT,lp,mwanga uvira,catholique,mwanga uvira,mwanga/ uvira,latin philo
1380,7597.0,SC,mp,mwanga/ uvira,catholique,mwanga/ uvira,mwanga/ uvira,math-physique
1553,8128.0,TECHNIQUE,commerciale administrative,mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,commmerciale et adm
1839,8496.0,Technique,commerciale administrative,mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,commmerciale et adm
2675,9530.0,Technique,commerciale et administrative,mwenga wa taifa,catholique,mwenga wa taifa,mwanga/ uvira,commmerciale et adm
3609,10656.0,SCIENTIFIQUE,mathematique- physique,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,math-physique
3656,10704.0,Littéraire,latin philosophie,kyatenga/kiviriri,catholique,kyatenga/kiviriri,mwanga/ uvira,latin philo
3928,11351.0,COMMERCIALE,commerciale et administrative,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,commmerciale et adm
4073,11506.0,SCIENTIFIQUE,bio chimie,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,bio-chimie
4087,11520.0,COMMERCIALE,commerciale et administrative,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,commmerciale et adm
4160,11602.0,LITTERAIRE,latin philo,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,latin philo
4436,11901.0,SCIENTIFIQUE,mathematique physique,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,math-physique
4623,12155.0,SCIENTIFIQUE,bio chimie,institut mwanga/uvira,catholique,mwanga/uvira,mwanga/ uvira,bio-chimie
4676,12215.0,LITTERAIRE,latin philo,institut mwanga/uvira,publique,mwanga/uvira,mwanga/ uvira,latin philo
1603,8189.0,PEDAGOGIE,pedagogie generale,kimua,protestant,kimua,kimua,pedagogie
2263,9073.0,Pédagogique,pédagogie générale,kimua,protestant,kimua,kimua,pedagogie
2900,9893.0,Pédagogique,pédagogie générale,kimua,protestant,kimua,kimua,pedagogie
4197,11640.0,PEDAGOGIE,pedagogie generale,institut kimua,protestant,kimua,kimua,pedagogie
579,4933.0,PED,pg,kasabinyole,catholique,kasabinyole,it kasabinyole,pedagogie
790,6242.0,PED,pg,kasabinyole,catholique,kasabinyole,it kasabinyole,pedagogie
1079,6948.0,TEC,elec generale,it kasabinyole,catholique,it kasabinyole,it kasabinyole,elec
4570,12099.0,TECHNIQUE,mecanique generale,institut kasabinyole,catholique,kasabinyole,it kasabinyole,mec gene
971,6593.0,TEC,sociale,kisolokele,kimbanguiste,kisolokele,kisolokele,sociale
2163,8968.0,Technique,commerciale et administrative,kisolokele,kimbanguiste,kisolokele,kisolokele,commmerciale et adm
4413,11875.0,TECHNIQUE,social,institut kisolokele,kimbanguiste,kisolokele,kisolokele,sociale
3180,10193.0,Littéraire,latin philosophie,mgr henri pierrard,catholique,mgr henri pierrard,mgr henri pierrard,latin philo
4228,11673.0,SCIENTIFIQUE,bio chimie,institut mgr henri pierard,catholique,mgr henri pierard,mgr henri pierrard,bio-chimie
745,6138.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1033,6740.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1153,7106.0,TECHNIQUE,sociale,institut uzima,publique,uzima,uzima,sociale
1181,7154.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1186,7161.0,TEC,ca,uzima,publique,uzima,uzima,commmerciale et adm
1220,7226.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1270,7333.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
1277,7342.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1280,7350.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1289,7362.0,TEC,sociale,uzima,publique,uzima,uzima,sociale
1333,7450.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
1460,7748.0,TECHN IQUE,sociale,institut uzima,publique,uzima,uzima,sociale
1571,8150.0,TECHNIQUE,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
1572,8151.0,TECHNIQUE,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
1580,8159.0,TECHNIQUE,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
1595,8177.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
1596,8178.0,Technique,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
1610,8197.0,Technique,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
1616,8205.0,TECHNIQUE,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
1712,8329.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
1713,8330.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
1816,8467.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
1830,8483.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
2072,8874.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
2091,8894.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
2240,9047.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
2419,9236.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
2582,9422.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
2857,9849.0,Technique,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
2903,9896.0,Technique,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
2949,9946.0,Technique,commerciale iormatiquenf,uzima,publique,uzima,uzima,commerciale informatique
3050,10055.0,Technique,commerciale informatique,uzima,publique,uzima,uzima,commerciale informatique
3440,10471.0,Technique,sociale,uzima,publique,uzima,uzima,sociale
3906,11327.0,COMMERCIALE,commerciale informatique,institut uzima,publique,uzima,uzima,commerciale informatique
3908,11330.0,COMMERCIALE,commerciale informatique,institut uzima,catholique,uzima,uzima,commerciale informatique
3910,11332.0,COMMERCIALE,commerciale informatique,institut uzima,catholique,uzima,uzima,commerciale informatique
3933,11356.0,COMMERCIALE,commerciale informatique,institut uzima,catholique,uzima,uzima,commerciale informatique
4368,11824.0,COMMERCIALE,commerciale informatique,institut uzima,catholique,uzima,uzima,commerciale informatique
4403,11863.0,TECHNIQUE,sociale,institut uzima,publique,uzima,uzima,sociale
16,1376.0,PEDAGOGIEQUE,peda generale,inst amkeni,protestant,amkeni,amkeni,pedagogie
1723,8343.0,Pédagogique,pédagogie générale,amkeni,protestant,amkeni,amkeni,pedagogie
2262,9072.0,Technique,sociale,amkeni,protestant,amkeni,amkeni,sociale
2728,9596.0,Pédagogique,pédagogie générale,amkeni,protestant,amkeni,amkeni,pedagogie
3044,10049.0,Pédagogique,pédagogie générale,amkeni,protestant,amkeni,amkeni,pedagogie
4152,11593.0,TECHNIQUE,sociale,institut amkeni,protestant,amkeni,amkeni,sociale
0,45.0,PEDAGOGIEQUE,peda generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
5,474.0,inconnu,inconnu,inst. maendeleo,protestant,maendeleo,maendeleo,inconnu
50,3196.0,LITTERAIRE,latin philo,inst maendeleo,protestant,maendeleo,maendeleo,latin philo
78,3624.0,PED,pg,i maendeleo,protestant,maendeleo,maendeleo,pedagogie
194,4064.0,PEDAGOGIEQUE,peda generale,institut maendeleo,protestant,maendeleo,maendeleo,pedagogie
237,4233.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
295,4352.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
362,4471.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
388,4528.0,TEC,ca,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
414,4574.0,TEC,soc,maendeleo,protestant,maendeleo,maendeleo,sociale
461,4676.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
485,4735.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
532,4831.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
551,4869.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
552,4871.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
587,4954.0,TECHN,sociale,i maendeleo,protestant,maendeleo,maendeleo,sociale
623,5054.0,TECH,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
624,5056.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
653,5167.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
672,5217.0,SC,bc,maendeleo,protestant,maendeleo,maendeleo,bio-chimie
675,5354.0,TECH,ca,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
681,5652.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
704,5696.0,TEC,soc,maendeleo,protestant,maendeleo,maendeleo,sociale
718,5731.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
729,5753.0,PEDAGOGIEQUE,peda generale,inst. maendeleo,protestant,maendeleo,maendeleo,pedagogie
770,6207.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
800,6264.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
820,6308.0,TEC,ca,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
858,6370.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
873,6392.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
900,6437.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
988,6629.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1075,6934.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
1193,7180.0,TEC,ca,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
1224,7237.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1231,7255.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1246,7290.0,TEC,ca,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
1274,7338.0,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
1312,7402.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1369,7570.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1375,7588.0,TECHNIQUE,commerciale et adm,institut maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
1437,7710.0,L,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
1443,7720.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1449,7730.0,TEC,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1450,7731.0,PED,pg,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1478,7782.0,TECHNIQUE,sociale,institut maendeleo,protestant,maendeleo,maendeleo,sociale
1510,7857.0,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
1511,7859.0,LIT,lp,maendeleo,protestant,maendeleo,maendeleo,latin philo
1566,8145.0,TECHNIQUE,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1567,8146.0,TECHNIQUE,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1607,8194.0,TECHNIQUE,commerciale administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
1625,8216.0,TECHNIQUE,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1626,8217.0,PEDAGOGIE,pedagogie generale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1670,8274.0,Technique,commerciale administrative,maedeleo,protestant,maedeleo,maendeleo,commmerciale et adm
1674,8278.0,LITERRAIRE,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
1689,8295.0,Technique,sociale,maedeleo,protestant,maedeleo,maendeleo,sociale
1716,8335.0,technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1789,8430.0,TECHNIQUE,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
1813,8462.0,Technique,sociale,maedeleo,protestant,maedeleo,maendeleo,sociale
1819,8471.0,Littéraire,latin philo,maedeleo,protestant,maedeleo,maendeleo,latin philo
1831,8484.0,Technique,commerciale administrative,maedeleo,protestant,maedeleo,maendeleo,commmerciale et adm
1836,8492.0,Technique,commerciale administrative,maedeleo,protestant,maedeleo,maendeleo,commmerciale et adm
1878,8556.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1880,8559.0,Technique,sociale,maedeleo,protestant,maedeleo,maendeleo,sociale
1939,8642.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
1977,8686.0,Technique,commerciale administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2016,8740.0,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2024,8750.0,technique,commerciale administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2106,8909.0,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2113,8916.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2117,8920.0,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2128,8932.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2233,9040.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2312,9124.0,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2329,9141.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2390,9207.0,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2448,9265.0,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2478,9299.0,Technique,commerciale et administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2480,9301.0,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2567,9402.0,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2569,9404.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
2709,9568.0,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2759,9638.0,Technique,commerciale administrative,maendeleo,protestant,maendeleo,maendeleo,commmerciale et adm
2772,9664.0,Littéraire,latin philo,maendeleo,protestant,maendeleo,maendeleo,latin philo
2784,9682.0,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2882,9874.0,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
2960,9957.0,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
2970,9968.0,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3025,10029.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3026,10030.0,Pédagogique,pédagogie générale,maendeleo,protestant,maendeleo,maendeleo,pedagogie
3070,10078.0,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3101,10110.0,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3137,10149.0,Littéraire,latin philisophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3144,10156.0,Technique,sociale,maendeleo,protestant,maendeleo,maendeleo,sociale
3159,10171.0,Littéraire,latin philisophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
3175,10188.0,Littéraire,latin philosophie,maendeleo,protestant,maendeleo,maendeleo,latin philo
