,IDENTIFICATION,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS
3075,10083,Pédagogique,Pédagogie Générale,Lyliane,inconnu
3076,10084,Technique,Sociale,Lycée Sante Ursule,inconnu
3077,10085,Scientifique,Biologie Chimie,Tuadibishe,inconnu
3078,10086,Pédagogique,Pédagogie Générale,Lwanga,inconnu
3079,10087,Technique,Agricole,Petits génies,inconnu
3080,10088,Pédagogique,Pédagogie Générale,Sayuni,inconnu
3081,10089,Pédagogique,Pédagogie Générale,Sayuni,inconnu
3082,10090,Technique,Commerciale Informatique,Saint Joseph,inconnu
3083,10091,Technique,Vétérinaire,Lycée Pain de vie,inconnu
3084,10092,Technique,Nutrition,Lycée Sante Ursule,inconnu
3085,10093,Littéraire,Latin Philosophie,Himbi,inconnu
3086,10094,Technique,Sociale,Mapendo,inconnu
3087,10095,Scientifique,Biologie Chimie,Lycée Amani,inconnu
3088,10096,Scientifique,Biologie Chimie,Maranatha,inconnu
3089,10097,Scientifique,Mathématique Physique,Majengo,inconnu
3090,10098,Scientifique,Biologie Chimie,Lycée Amani,inconnu
3091,10099,Scientifique,Mathématique Physique,Bungulu Beni,inconnu
3092,10101,Pédagogique,Pédagogie Générale,Mont Sinai,inconnu
3093,10102,Technique,Commerciale et Administrative,Faraja,inconnu
3094,10103,Scientifique,Biologie Chimie,CS Ndosho,inconnu
3095,10104,Scientifique,Biologie Chimie,Mwanga,inconnu
3096,10105,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
3097,10106,Scientifique,Biologie Chimie,Fadhili,inconnu
3098,10107,Pédagogique,Pédagogie Générale,GS Mont Sinai,inconnu
3099,10108,Technique,Sociale,Sayuni,inconnu
3100,10109,Scientifique,Biologie Chimie,Mwanga,inconnu
3101,10110,Littéraire,Latin Philosophie,Maendeleo,inconnu
3102,10111,Scientifique,Biologie Chimie,Goma,inconnu
3103,10112,Technique,Sociale,Lycée Sante Ursule,inconnu
3104,10114,Scientifique,Biologie Chimie,Maranatha,inconnu
3105,10115,Technique,Commerciale et Administrative,Saint Joseph,inconnu
3106,10116,Scientifique,Biologie Chimie,Lycée Amani,inconnu
3107,10117,Technique,Commerciale et Administra,Metanoia,inconnu
3108,10118,Scientifique,Biologie Chimie,Lycée Amani,inconnu
3109,10119,Technique,Sociale,Saint Augustin,inconnu
3110,10120,Technique,Sociale,Lycée Sainte ursule,inconnu
3111,10121,Scientifique,Biologie Chimie,Isidore Bakanja,inconnu
3112,10123,Technique,Sociale,Lycée Sainte Ursule,inconnu
3113,10124,Technique,Commerciale et Administrative,Zanner,inconnu
3114,10125,Technique,Electricité Industrielle,Avenir,inconnu
3115,10126,Scientifique,Biologie Chimie,Metanoia,inconnu
3116,10127,Technique,Commerciale et Administrative,Mgr Kataliko,inconnu
3117,10128,Pédagogique,Pédagogie Générale,Isidore Bakanja,inconnu
3118,10129,Technique,Sociale,Kausa,inconnu
3119,10130,Pédagogique,Pédagogie Générale,Kausa,inconnu
3120,10131,Scientifique,Biologie Chimie,Majengo,inconnu
3121,10132,Scientifique,Mathématique Physique,Majengo,inconnu
3122,10133,Scientifique,Biologie Chimie,CS Lumière,inconnu
3123,10134,Pédagogique,Pédagogie Générale,Hekima,inconnu
3124,10135,Technique,Commerciale et Administrative,Mwanga,inconnu
3125,10136,Littéraire,Latin Philosophie,CS Les petis anges,inconnu
3126,10137,Pédagogique,Pédagogie Générale,Muhini,inconnu
3127,10138,Technique,Construction,Uenezaji,inconnu
3128,10140,Scientifique,Biologie Chimie,Isidore Bakanja,inconnu
3129,10141,Scientifique,Biologie Chimie,Isidore Bakanja,inconnu
3130,10142,Technique,Electricité Industrielle,ITFM,inconnu
3131,10143,Technique,Commerciale Informatique,Vungi,inconnu
3132,10144,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
3133,10145,Technique,Electricité Industrielle,Kyeshero,inconnu
3134,10146,Technique,Commerciale et Administrative,Moria,inconnu
3135,10147,Pédagogique,Pédagogie Générale,Bukavu,inconnu
3136,10148,Pédagogique,Pédagogie Générale,HImbi,inconnu
3137,10149,Littéraire,Latin Philisophie,Maendeleo,inconnu
3138,10150,Pédagogique,Pédagogie Générale,Matanda,inconnu
3139,10151,Pédagogique,Pédagogie Générale,Namurhera,inconnu
3140,10152,Technique,Commerciale et Administrative,Alembe,inconnu
3141,10153,Technique,Commerciale et Administrative,Mwanga,inconnu
3142,10154,Technique,Sociale,Maendeleo de oicha,inconnu
3143,10155,Scientifique,Biologie-chimie,Goma,inconnu
3144,10156,Technique,Sociale,Maendeleo,inconnu
3145,10157,Technique,Commerciale et Administrative,Zanner,inconnu
3146,10158,Pédagogique,Pédagogie Générale,Kashofu,inconnu
3147,10159,Technique,Veterinaire,EAV Bigogwe,inconnu
3148,10160,Scientifique,Mathématique Physique,Saint Paul,inconnu
3149,10161,Pédagogique,Pédagogie Générale,Isidore Bakanja,inconnu
3150,10162,Scientifique,Biologie Chimie,Mwanga,inconnu
3151,10163,Technique,Commerciale et Administrative,Moria,inconnu
3152,10164,Scientifique,Mathématique Physique,Goma,inconnu
3153,10165,Technique,Electricité industrielle,ITFM,inconnu
3154,10166,Technique,Electricité industrielle,ITFM,inconnu
3155,10167,Pédagogique,Pédagogie Générale,Ntoto,inconnu
3156,10168,Technique,Electricité industrielle,Mahamba,inconnu
3157,10169,Pédagogique,Pédagogie Générale,Metanoia,inconnu
3158,10170,Littéraire,Latin Philisophie,Kambali,inconnu
3159,10171,Littéraire,Latin Philisophie,Maendeleo,inconnu
3160,10172,Technique,Sociale,Beni,inconnu
3161,10173,Littéraire,Latin Philisophie,Nyantende,inconnu
3162,10174,Scientifique,Biologie-chimie,Isidore Bakanja,inconnu
3163,10175,Pédagogique,Pédagogie Générale,Zahabu ya hekima,inconnu
3164,10176,Pédagogique,Pédagogie Générale,Metanoia,inconnu
3165,10177,Technique,Commerciale et Administrative,Mont goma,inconnu
3166,10178,Scientifique,Biologie-chimie,ICL,inconnu
3167,10179,Technique,Electricité industrielle,ITIG,inconnu
3168,10180,Scientifique,Mathématique Physique,Faraja,inconnu
3169,10181,Technique,Commerciale et Administrative,Saint Joseph,inconnu
3170,10182,Technique,Sociale,CS Bandashe,inconnu
3171,10184,Pédagogique,Pédagogie Générale,CS Bandashe,inconnu
3172,10185,Technique,Commerciale et Administrative,Mikeno Islamique,inconnu
3173,10186,Technique,Commerciale et Administrative,Lycée Wima,inconnu
3174,10187,Pédagogique,Pédagogie Générale,Matendo,inconnu
3175,10188,Littéraire,Latin Philosophie,Maendeleo,inconnu
3176,10189,Pédagogique,Pédagogie Générale,Goma,inconnu
3177,10190,Technique,Electricité industrielle,Mahamba,inconnu
3178,10191,Technique,Commerciale et Administrative,Lanzururu,inconnu
3179,10192,Technique,Sociale,Tupendane,inconnu
3180,10193,Littéraire,Latin Philosophie,Mgr Henri Pierrard,inconnu
3181,10194,Technique,Commerciale Informatique,Mama yetu,inconnu
3182,10195,Scientifique,Biologie Chimie,Mwanga,inconnu
3183,10196,Technique,Sociale,Mont Carmel,inconnu
3184,10197,Scientifique,Biologie Chimie,Mwanga,inconnu
3185,10198,Technique,Commerciale et Administrative,Kasali,inconnu
3186,10199,Technique,Mécanique machines outils,ITFM,inconnu
3187,10200,Technique,Mécanique machines outils,ITFM,inconnu
3188,10201,Scientifique,Mathématique Physique,Ibanda,inconnu
3189,10202,Technique,Sociale,ACG IMARA,inconnu
3190,10203,Technique,Commerciale et Administrative,ICL,inconnu
3191,10204,Pédagogique,Pédagogie Générale,Ibanga 2,inconnu
3192,10205,Technique,Nutrition,Saint Michel,inconnu
3193,10206,Technique,Commerciale et Administrative,Mavuno,inconnu
3194,10207,Technique,Sociale,Sayuni,inconnu
3195,10208,Scientifique,Biologie Chimie,Lycée Amani,inconnu
3196,10209,Technique,Commerciale et Administrative,CS Réference,inconnu
3197,10210,Pédagogique,Pédagogie Générale,Faraja,inconnu
3198,10211,Pédagogique,Pédagogie Générale,Mulungu,inconnu
3199,10212,Technique,Sociale,CS Lukuga,inconnu
3200,10213,Scientifique,Electricité Générale,Beni,inconnu
3201,10214,Technique,Commerciale Informatique,Saint joseph,inconnu
3202,10215,Pédagogique,Pédagogie Générale,Goma,inconnu
3203,10216,Technique,Commerciale et Administrative,Mavuno,inconnu
3204,10217,Littéraire,Latin Philosophie,Mwanga,inconnu
3205,10218,Technique,Commerciale et Administrative,Mama yetu,inconnu
3206,10219,Technique,Commerciale et Administrative,Lycée Anuarite,inconnu
3207,10220,Scientifique,Mathématique Physique,Goma,inconnu
3208,10221,Scientifique,Biologie Chimie,CS Ndosho,inconnu
3209,10222,Scientifique,Math Physique,Ecole de récupération de la Gombe,inconnu
3210,10223,Pédagogique,Pédagogie Générale,CS Maadibisho,inconnu
3211,10224,Technique,Commerciale et Administrative,Institut Talia,inconnu
3212,10225,Litteraire,Latin Philosophie,Institut 27 octobre,inconnu
3213,10226,Technique,Commerciale et Administrative,Institut Tuungana,inconnu
3214,10227,Pedagogie,Pédagogie générale,Institut Saint Joseph,inconnu
3215,10228,Scientifique,Biologie Chimie,Institut Communautaire du Lac,inconnu
3216,10229,Pédagogie,Pédagogie générale,Institut Mont Goma,inconnu
3217,10230,Pédagogique,Pédagogie générale,Complexe scolaire Lualaba,inconnu
3218,10231,Technique,Commerciale et Administrative,Collège Mwanga,inconnu
3219,10232,Technique,Commerciale et Administrative,Institut Faradja,inconnu
3220,10233,Technique,Construction,Institut Kyeshero,inconnu
3221,10234,Scientifique,Biologie Chimie,Institut Tupendane,inconnu
3222,10235,Technique,Commerciale et Administrative,Mikeno officiel,inconnu
3223,10236,technique,Sociale,Institut de Beni,inconnu
3224,10237,Litteraire,Latin Philosophie,Institut Zanner,inconnu
3225,10238,Scientifique,Biologie chimie,Tupendane,inconnu
3226,10239,Technique,Commerciale et Administrative,Institut Himbi,inconnu
3227,10240,Scientifique,Mathématique Physique,Faraja,inconnu
3228,10241,Pédagogie,Pédagogie générale,Complexe scolaire la relève,inconnu
3229,10242,Technique,Commerciale et Administrative,Isidore Bakanja,inconnu
3230,10243,Technique,Sociale,Lycée Sainte Ursule,inconnu
3231,10244,Pedagogie,Pédagogie générale,Complexe scolaire Kyabo,inconnu
3232,10245,Pédagogique,Pédagogie Générale,Mont Sinai,inconnu
3233,10246,Pedagogie,Pédagogie générale,Complexe scolaire Asteria Urafiki,inconnu
3234,10247,Technique,Commerciale Informatique,Complexe scolaire Shalom,inconnu
3235,10248,Technique,Commerciale et Administrative,Institut Isidore Bakanja,inconnu
3236,10249,Litteraire,Latin Philosophie,Institut Metanoia,inconnu
3237,10250,Technique,Nutrition,Lycée Sainte Ursule,inconnu
3238,10251,Technique,Sociale,Lycée Sainte Ursule,inconnu
3239,10252,Technique,Commerciale et Administrative,Institut Isidore Bakanja,inconnu
3240,10253,Litteraire,Latin Philosophie,Institut Mont Goma,inconnu
3241,10255,Pédagogique,Pédagogie générale,Complexe scolaire Gahamba,inconnu
3242,10256,Technique,Mecanique,ITIG,inconnu
3243,10257,Scientifique,Biologie Chimie,Institut Mwanga,inconnu
3244,10258,Technique,Sociale,Sainte Ursule,inconnu
3245,10259,Technique,Commerciale et Administrative,Faraja,inconnu
3246,10260,Technique,Electricité Générale,IT Kanyabayonga,inconnu
3247,10261,Technique,Commerciale et Administrative,Institut Mont Carmel,inconnu
3248,10262,Technique,Commerciale et Administrative,Institut Mikeno,inconnu
3249,10263,Scientifique,Biologie Chimie,Institut Majengo,inconnu
3250,10264,Technique,Commerciale et Administrative,Institut Moria,inconnu
3251,10265,Pédagogique,Pédagogie générale,Institut Saint Joseph,inconnu
3252,10266,Pédagogique,Pédagogie générale,Institut Sayuni,inconnu
3253,10267,Technique,Sociale,Complexe scolaire Ndosho,inconnu
3254,10268,Pédagogique,Pédagogie générale,Lycée Anuarite,inconnu
3255,10269,Technique,Commerciale et Administrative,Institut Himbi,inconnu
3256,10270,Littéraire,Latin Philosophie,CS Petits anges,inconnu
3257,10271,Pédagogique,Pédagogie générale,Institut Bukambi,inconnu
3258,10272,Technique,Sociale,Institut Mikeno,inconnu
3259,10273,Pédagogique,Pédagogie générale,Institut Kasika,inconnu
3260,10274,Technique,Mecanique générale,ITIG,inconnu
3261,10275,Technique,Commerciale et Administrative,Institut Mwanga,inconnu
3262,10276,Pédagogique,Pédagogie Générale,Bambu,inconnu
3263,10277,Litteraire,Latin Philosophie,Institut Mwanga,inconnu
3264,10278,Technique,Commerciale et Administrative,Institut Mwanga,inconnu
3265,10279,Scientifique,Biologie Chimie,Kaumo,inconnu
3266,10280,Technique,Sociale,complexe scolaire Juhudi,inconnu
3267,10281,Technique,Sociale,Institut Moria,inconnu
3268,10282,Pédagogique,Pédagogie générale,Complexe scolaire Mulezi,inconnu
3269,10283,Pédagogique,Pédagogie générale,Institut Visoke,inconnu
3270,10284,Pédagogique,Pédagogie générale,Institut Kalungu,inconnu
3271,10285,Pédagogique,Pédagogie générale,Institut Uaminifu,inconnu
3272,10287,Littéraire,Latin Philosophie,Saint Pau,inconnu
3273,10288,Technique,Commerciale et Administrative,Unikis Institut,inconnu
3274,10289,Scientifique,Biologie Chimie,Lycée Amani,inconnu
3275,10290,Technique,Nutrition,Lycée Sainte Ursule,inconnu
3276,10291,Pédagogique,Pédagogie Générale,Uenezaji,inconnu
3277,10292,Pédagogique,Pédagogie Générale,Maranatha,inconnu
3278,10293,Pédagogique,Pédagogie Générale,Metanoia,inconnu
3279,10294,Scientifique,Biologie Chimie,Tupendane,inconnu
3280,10296,Pédagogique,Pédagogie Générale,Moria,inconnu
3281,10297,Technique,Sociale,Institut Mululu,inconnu
3282,10298,Pédagogique,Pédagogie Générale,Bihira,inconnu
3283,10299,Pédagogique,Pédagogie Générale,Visoke,inconnu
3284,10300,Technique,Sociale,Complexe scolaire Amen,inconnu
3285,10301,Technique,Sociale,Institut Bemba Gombo,inconnu
3286,10302,Scientifique,Biologie-Chimie,Neema,inconnu
3287,10303,Litteraire,Latin Philosophie,Institut Zanner,inconnu
3288,10304,Technique,Electricité industrielle,Institut Avenir,inconnu
3289,10305,Litteraire,Latin Philosophie,Institut Metanoia,inconnu
3290,10306,Pedagogique,Pedagogie Générale,Institut Ifendula,inconnu
3291,10307,Pedagogique,Pedagogie Générale,Complexe scolaire tisiesi,inconnu
3292,10308,Technique,Sociale,IT Bugabo,inconnu
3293,10309,Technique,Sociale,Institut Action kusaidia,inconnu
3294,10310,Technique,Commerciale et Administrative,Institut Maendeleo,inconnu
3295,10311,Scientifique,Biologie-Chimie,Maranantha,inconnu
3296,10312,Technique,Commerciale Informatique,Institut Saint Joseph,inconnu
3297,10314,Technique,Sociale,Complexe scolaire Nova Stella,inconnu
3298,10315,Technique,Commerciale et Dministrative,Mwanga,inconnu
3299,10316,Technique,Commerciale et Administrative,Institut Faradja,inconnu
3300,10317,Scientifique,Mathématique Physique,Majengo,inconnu
3301,10318,Scientifique,Bioligie Chimie,Institut Katana Centre,inconnu
3302,10319,Litteraire,Latin Philosophie,Institut Himbi,inconnu
3303,10320,Pédagogique,Pédagogie Générale,Nduba,inconnu
3304,10322,Technique,Sociale,Lycée Sainte Ursule,inconnu
3305,10323,Pedagogique,Pedagogie Générale,Institut Ndahura,inconnu
3306,10324,Technique,Nutrition,Lycée Sainte Ursule,inconnu
3307,10325,Scientifique,Biologie Chimie,Institut Isidore,inconnu
3308,10326,Technique,Sociale,Institut Mont Carmel,inconnu
3309,10327,Technique,Commerciale et Administrative,Institut Isidore Bakanja,inconnu
3310,10328,Pedagogique,Pedagogie Générale,Institut Tuungane,inconnu
3311,10329,Pedagogique,Pedagogie Générale,Institut Mikeno,inconnu
3312,10330,Pedagogique,Pedagogie Générale,Amugeri,inconnu
3313,10331,Pedagogique,Pedagogie Générale,Flora College,inconnu
3314,10332,Technique,Mecanique générale,ITIG,inconnu
3315,10333,Technique,Mecanique générale,ITIG,inconnu
3316,10334,Pedagogique,Pedagogie Générale,Complex scolaire la veronique,inconnu
3317,10335,Pedagogique,Pedagogie Générale,EDAP KASUKU,inconnu
3318,10336,Technique,Sociale,Mikeno islamique,inconnu
3319,10337,Technique,Sociale,Mikeno islamique,inconnu
3320,10339,Technique,Electricité industrielle,Institut Mahamba,inconnu
3321,10340,Scientifique,Biologie-Chimie,Lycée Sainte UrsuleAmani,inconnu
3322,10341,Technique,Sociale,Institut Mikeno,inconnu
3323,10342,Pédagogique,Pédagogie Générale,Mulengele,inconnu
3324,10343,Technique,Sociale,Complexe scolaire Katasohire,inconnu
3325,10344,Technique,Commerciale et Administrative,Institut Himbi,inconnu
3326,10345,Scientifique,Math Physique,Institut Imani Panzi,inconnu
3327,10346,Technique,Commerciale et Administrative,Institut Avenir,inconnu
3328,10347,Technique,Sociale,Institut de la Trinité,inconnu
3329,10349,Pedagogique,Pedagogie Générale,Institut Muku,inconnu
3330,10350,Technique,Construction,Institut Saint Marc,inconnu
3331,10351,Pédagogique,Pédagogie Générale,Karambi,inconnu
3332,10352,Litteraire,Latin Philosophie,Institut Mont Goma,inconnu
3333,10353,Pedagogique,Pedagogie Générale,Institut Matendo,inconnu
3334,10354,Technique,Commerciale et Administrative,Institut Tumba,inconnu
3335,10355,Pedagogique,Pedagogie Générale,Institut Dibanda,inconnu
3336,10356,Scientifique,Biologie-Chimie,Mgr Kataliko,inconnu
3337,10357,pPédagogique,Pédagogie Générale,Katudwe,inconnu
3338,10358,Scientifique,Math Physique,IBANDA,inconnu
3339,10359,Scientifique,Biologie-Chimie,Mwanga,inconnu
3340,10360,Litteraire,Latin Philosophie,Institut Mwanga,inconnu
3341,10361,Littéraire,Latin Philo,Mwanga,inconnu
3342,10362,Pédagogique,Pédagogie Générale,Einstein Ujuzi,inconnu
3343,10364,Pédagogique,Pédagogie Générale,Maranatha,inconnu
3344,10365,Scientifique,Biologie-Chimie,Mwanga,inconnu
3345,10367,Pédagogique,Pédagogie Générale,Maendeleo,inconnu
3346,10368,Pédagogique,Pédagogie Générale,Bwegera,inconnu
3347,10369,Scientifique,Mathématique Physique,Kisungu,inconnu
3348,10370,Scientifique,Biologie-Chimie,IDAP/ISP Bunia,inconnu
3349,10371,Scientifique,Biologie-Chimie,Kambali,inconnu
3350,10372,Scientifique,Mathématique Physique,Ujio wa heri,inconnu
3351,10373,Pédagogique,Pédagogie Générale,Mehe,inconnu
3352,10374,Scientifique,Mathématique Physique,Majengo,inconnu
3353,10375,Littéraire,Latin Philo,Mwanga,inconnu
3354,10376,Pédagogique,Pédagogie Générale,Tumba,inconnu
3355,10377,Scientifique,Biologie-Chimie,Lycée Amani,inconnu
3356,10378,Scientifique,Biologie-Chimie,Isidore Bakanja,inconnu
3357,10379,Scientifique,Biologie-Chimie,Furaha,inconnu
3358,10380,Technique,Sociale,Lycée Sainte Ursule,inconnu
3359,10381,Scientifique,Mathématique Physique,Kisungu,inconnu
3360,10382,Littéraire,Latin Philosophie,Mwanga,inconnu
3361,10383,s=Scientifique,Biologie-Chimie,Isidore Bakanja,inconnu
3362,10384,Littéraire,Latin Philosophie,Zanner,inconnu
3363,10385,Technique,Commerciale et Administrative,Faraja,inconnu
3364,10386,Littéraire,Latin Philosophie,Lwanzururu,inconnu
3365,10388,Technique,Electricité Industrielle,ITFM,inconnu
3366,10389,Technique,Commerciale et Administrative,Instituti Ndosho,inconnu
3367,10390,Pédagogique,Pédagogie générale,EDAC/ISGEA,inconnu
3368,10392,Pédagogique,Pédagogie générale,Institut Visoke,inconnu
3369,10393,Pédagogique,Pédagogie Générale,Zako,inconnu
3370,10394,Pédagogique,Pédagogie générale,Institut Saint Joseph,inconnu
3371,10395,Scientifique,Chimie Biologie,CS Thabiti,inconnu
3372,10396,Pédagogique,Pédagogie générale,Institut  Bikuba,inconnu
3373,10397,Technique,Commerciale et Administrative,Institut Mikeno,inconnu
3374,10399,Pédagogique,Pédagogie Générale,Ndosho,inconnu
3375,10400,Technique,Mécanique Générale,ITIG,inconnu
3376,10401,Littéraire,Latin Philosophie,Metanoia,inconnu
3377,10403,Scientifique,Biologie Chilie,Bakita,inconnu
3378,10404,Pédagogique,Pédagogie Générale,Ushindi,inconnu
3379,10405,Technique,Commerciale et Administrative,Auzi,inconnu
